host, subject, issuer, notBefore, notAfter, basicConstraints, sha1Fingerprint
"open.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Mar 18 10:00:00 2009 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","D6:9B:56:11:48:F0:1C:77:C5:45:78:C1:09:26:DF:5B:85:69:76:AD"
"xn--80aa2abfodnqc1e7a6c.xn--80asehdb","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
"xn--80aa2abfodnqc1e7a6c.xn--80asehdb","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
"pkiservices.smpbank.ru","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","Sep 21 00:00:00 2016 GMT","Sep 21 00:00:00 2026 GMT","CA:TRUE, pathlen:0 critical","60:23:19:2F:E7:B5:9D:27:89:13:0A:9F:E4:09:4F:9B:55:70:D4:A2"
"bank.woori.ru","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:22:57 2017 GMT","Nov  6 12:22:57 2027 GMT","CA:TRUE, pathlen:0 critical","9E:84:8F:52:57:5C:6B:1A:69:D6:AB:62:E0:28:8B:FA:D4:A5:56:4E"
"request.smpbank.ru","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","Sep 21 00:00:00 2016 GMT","Sep 21 00:00:00 2026 GMT","CA:TRUE, pathlen:0 critical","60:23:19:2F:E7:B5:9D:27:89:13:0A:9F:E4:09:4F:9B:55:70:D4:A2"
"transstroybank.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"transstroybank.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"ibank2.rostfinance.ru","CN=GeoTrust EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=GeoTrust EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:22:46 2017 GMT","Nov  6 12:22:46 2027 GMT","CA:TRUE, pathlen:0 critical","A3:99:04:64:17:B6:7E:32:0D:3E:FA:69:D7:DC:E6:B8:BF:E8:A9:F2"
"ibank2.rostfinance.ru","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","5F:B7:EE:06:33:E2:59:DB:AD:0C:4C:9A:E6:D3:8F:1A:61:C7:DC:25"
"www.rostfinance.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"www.rostfinance.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"vp.ru","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:22:57 2017 GMT","Nov  6 12:22:57 2027 GMT","CA:TRUE, pathlen:0 critical","9E:84:8F:52:57:5C:6B:1A:69:D6:AB:62:E0:28:8B:FA:D4:A5:56:4E"
"smpbank.ru","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","Sep 21 00:00:00 2016 GMT","Sep 21 00:00:00 2026 GMT","CA:TRUE, pathlen:0 critical","60:23:19:2F:E7:B5:9D:27:89:13:0A:9F:E4:09:4F:9B:55:70:D4:A2"
"smpbank.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.smpbank.ru","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","Sep 21 00:00:00 2016 GMT","Sep 21 00:00:00 2026 GMT","CA:TRUE, pathlen:0 critical","60:23:19:2F:E7:B5:9D:27:89:13:0A:9F:E4:09:4F:9B:55:70:D4:A2"
"www.smpbank.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"kremlinbank.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"kremlinbank.ru","CN=AAA Certificate Services; O=Comodo CA Limited; L=Salford; ST=Greater Manchester; C=GB","CN=AAA Certificate Services; O=Comodo CA Limited; L=Salford; ST=Greater Manchester; C=GB","Jan  1 00:00:00 2004 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D1:EB:23:A4:6D:17:D6:8F:D9:25:64:C2:F1:F1:60:17:64:D8:E3:49"
"kremlinbank.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"kremlinbank.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"kremlinbank.ru","CN=AAA Certificate Services; O=Comodo CA Limited; L=Salford; ST=Greater Manchester; C=GB","CN=AAA Certificate Services; O=Comodo CA Limited; L=Salford; ST=Greater Manchester; C=GB","Jan  1 00:00:00 2004 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D1:EB:23:A4:6D:17:D6:8F:D9:25:64:C2:F1:F1:60:17:64:D8:E3:49"
"kremlinbank.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"kremlinbank.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"tomsk.gov.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"tomsk.gov.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"tomsk.gov.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"tomsk.gov.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"ucparma.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
